"sample_id","candidate","effect_hat","effect_se","effect_low","effect_high","subgroup","rule","terminal_node"
"nsw_54","analysis_target",3216.58226768617,1537.5408380453,203.002225117383,6230.16231025495,"G4","age>=24.5 & educ>=10.5",7
"nsw_95","analysis_target",3724.48431280232,1525.88762780192,733.74456231056,6715.22406329409,"G4","age>=24.5 & educ>=10.5",7
"nsw_271","analysis_target",2184.77945191156,1482.14099700125,-720.216902210884,5089.775806034,"G4","age>=24.5 & educ>=10.5",7
"nsw_311","analysis_target",3639.62878763697,1412.69677582024,870.743107029289,6408.51446824465,"G4","age>=24.5 & educ>=10.5",7
"nsw_70","analysis_target",3823.81127906251,1817.21323673357,262.07333506471,7385.5492230603,"G4","age>=24.5 & educ>=10.5",7
"nsw_72","analysis_target",3553.07125924909,928.100250692679,1733.99476789144,5372.14775060674,"G4","age>=24.5 & educ>=10.5",7
"nsw_221","analysis_target",2895.40656870963,1650.66100677292,-339.889004565288,6130.70214198454,"G4","age>=24.5 & educ>=10.5",7
"nsw_276","analysis_target",3250.30817641604,1146.34705838912,1003.46794197335,5497.14841085872,"G4","age>=24.5 & educ>=10.5",7
"nsw_35","analysis_target",2835.38179344992,942.75792445346,987.576261521138,4683.1873253787,"G4","age>=24.5 & educ>=10.5",7
"nsw_385","analysis_target",2706.71405451789,1378.28072095,5.28384145588643,5408.1442675799,"G4","age>=24.5 & educ>=10.5",7
"nsw_64","analysis_target",3763.20923817679,1376.48785310195,1065.29304609697,6461.12543025661,"G4","age>=24.5 & educ>=10.5",7
"nsw_280","analysis_target",3946.80064767996,1786.09008423213,446.064082584988,7447.53721277493,"G4","age>=24.5 & educ>=10.5",7
"nsw_388","analysis_target",1858.71300957111,2286.0099941015,-2621.86657886783,6339.29259801005,"G4","age>=24.5 & educ>=10.5",7
"nsw_201","analysis_target",3352.21138984689,1651.44147402882,115.386100750391,6589.03667894338,"G4","age>=24.5 & educ>=10.5",7
"nsw_149","analysis_target",2229.17344360325,2122.67319129731,-1931.26601133947,6389.61289854598,"G4","age>=24.5 & educ>=10.5",7
"nsw_364","analysis_target",3034.54357612304,1722.10141231509,-340.775192014526,6409.86234426061,"G4","age>=24.5 & educ>=10.5",7
"nsw_3","analysis_target",3167.47672956919,1179.00232001191,856.632182345843,5478.32127679253,"G4","age>=24.5 & educ>=10.5",7
"nsw_4","analysis_target",3625.97348481534,2149.57433304679,-587.192207956365,7839.13917758705,"G4","age>=24.5 & educ>=10.5",7
"nsw_245","analysis_target",3582.89951119015,1383.54248206333,871.156246346025,6294.64277603427,"G4","age>=24.5 & educ>=10.5",7
"nsw_165","analysis_target",1973.73685322198,1697.87462264999,-1354.09740717201,5301.57111361596,"G4","age>=24.5 & educ>=10.5",7
"nsw_140","analysis_target",3366.39839809583,1495.74406183601,434.740036897258,6298.0567592944,"G4","age>=24.5 & educ>=10.5",7
"nsw_8","analysis_target",3576.79986227744,1933.24144690091,-212.353373648345,7365.95309820322,"G4","age>=24.5 & educ>=10.5",7
"nsw_411","analysis_target",2042.48491786657,1092.8668361606,-99.5340810082178,4184.50391674135,"G4","age>=24.5 & educ>=10.5",7
"nsw_291","analysis_target",3182.04741799196,2091.27472727821,-916.851047473337,7280.94588345725,"G4","age>=24.5 & educ>=10.5",7
"nsw_172","analysis_target",2133.76299881682,1738.11426692368,-1272.94096435359,5540.46696198723,"G4","age>=24.5 & educ>=10.5",7
"nsw_132","analysis_target",1993.42755392586,1357.42508264818,-667.125608064569,4653.98071591628,"G4","age>=24.5 & educ>=10.5",7
"nsw_254","analysis_target",3393.53732134067,1516.19407495497,421.796934428939,6365.27770825241,"G4","age>=24.5 & educ>=10.5",7
"nsw_81","analysis_target",3109.41567975147,1583.00714207048,6.72168129332113,6212.10967820961,"G4","age>=24.5 & educ>=10.5",7
"nsw_215","analysis_target",3753.43327058714,1081.98253741175,1632.7474972601,5874.11904391418,"G4","age>=24.5 & educ>=10.5",7
"nsw_176","analysis_target",2635.46358606535,1546.2904097373,-395.265617019769,5666.19278915046,"G4","age>=24.5 & educ>=10.5",7
"nsw_178","analysis_target",2938.17578159601,2361.50543631315,-1690.37487357775,7566.72643676978,"G4","age>=24.5 & educ>=10.5",7
"nsw_300","analysis_target",3334.71300145014,988.460191269255,1397.3310265624,5272.09497633788,"G4","age>=24.5 & educ>=10.5",7
"nsw_421","analysis_target",2106.22617939876,1733.11251409055,-1290.67434821871,5503.12670701624,"G4","age>=24.5 & educ>=10.5",7
"nsw_193","analysis_target",2843.24889784057,1697.78877669955,-484.417104490545,6170.91490017168,"G4","age>=24.5 & educ>=10.5",7
"nsw_142","analysis_target",1951.44554555601,2140.6858774722,-2244.29877428951,6147.18986540153,"G4","age>=24.5 & educ>=10.5",7
"nsw_384","analysis_target",3630.10680487708,1429.51720144951,828.253090036033,6431.96051971812,"G4","age>=24.5 & educ>=10.5",7
"nsw_303","analysis_target",2718.66409550602,1254.96397315631,258.93470811965,5178.39348289239,"G4","age>=24.5 & educ>=10.5",7
"nsw_424","analysis_target",2695.75965622085,1674.78582504426,-586.8205608659,5978.33987330761,"G4","age>=24.5 & educ>=10.5",7
"nsw_185","analysis_target",2218.35197972139,2517.80392314412,-2716.54370964108,7153.24766908386,"G4","age>=24.5 & educ>=10.5",7
"nsw_306","analysis_target",3299.89629313668,2024.10345157602,-667.34647195232,7267.13905822567,"G4","age>=24.5 & educ>=10.5",7
"nsw_52","analysis_target",2997.85426975243,1898.56008884764,-723.323504388939,6719.03204389379,"G4","age>=24.5 & educ>=10.5",7
"nsw_27","analysis_target",2148.37674910057,1415.85725936095,-626.703479246884,4923.45697744803,"G4","age>=24.5 & educ>=10.5",7
"nsw_190","analysis_target",3391.407976967,1809.70370475762,-155.61128435794,6938.42723829193,"G4","age>=24.5 & educ>=10.5",7
"nsw_284","analysis_target",2537.90384181613,1355.63477036855,-119.140308106234,5194.9479917385,"G4","age>=24.5 & educ>=10.5",7
"nsw_124","analysis_target",2534.41491194774,1866.6432222279,-1124.20580361896,6193.03562751443,"G4","age>=24.5 & educ>=10.5",7
"nsw_313","analysis_target",3753.78410806578,1154.5287638683,1490.90773088392,6016.66048524764,"G4","age>=24.5 & educ>=10.5",7
"nsw_98","analysis_target",3463.16520525576,1209.70493035194,1092.14354176595,5834.18686874557,"G4","age>=24.5 & educ>=10.5",7
"nsw_33","analysis_target",2713.12164883671,1725.77477336533,-669.396906959331,6095.64020463275,"G4","age>=24.5 & educ>=10.5",7
"nsw_74","analysis_target",2480.22435642369,1547.81683061035,-553.4966315726,5513.94534441999,"G4","age>=24.5 & educ>=10.5",7
"nsw_156","analysis_target",1484.56358998843,1935.64094474163,-2309.29266170516,5278.41984168202,"G4","age>=24.5 & educ>=10.5",7
"nsw_117","analysis_target",2454.26652213405,739.809466484898,1004.23996782365,3904.29307644445,"G4","age>=24.5 & educ>=10.5",7
"nsw_279","analysis_target",3889.74970897371,2105.06696299444,-236.181538495398,8015.68095644282,"G4","age>=24.5 & educ>=10.5",7
"nsw_361","analysis_target",2427.77613777936,1339.02107826689,-196.705175623734,5052.25745118246,"G4","age>=24.5 & educ>=10.5",7
"nsw_362","analysis_target",1403.25989457951,1788.39170460521,-2101.9878464467,4908.50763560572,"G4","age>=24.5 & educ>=10.5",7
"nsw_282","analysis_target",3008.75940322243,2154.67007326503,-1214.39394037702,7231.91274682188,"G4","age>=24.5 & educ>=10.5",7
"nsw_121","analysis_target",4165.37276709933,2539.3976397815,-811.846606872402,9142.59214107106,"G4","age>=24.5 & educ>=10.5",7
"nsw_216","analysis_target",3591.37324500707,1866.3067046753,-66.5878961565104,7249.33438617065,"G4","age>=24.5 & educ>=10.5",7
"nsw_96","analysis_target",3007.41794129414,1346.57301341564,368.134834999479,5646.7010475888,"G4","age>=24.5 & educ>=10.5",7
"nsw_204","analysis_target",2559.83828201886,1666.42396875214,-706.352696735329,5826.02926077306,"G4","age>=24.5 & educ>=10.5",7
"nsw_365","analysis_target",3539.43757612059,1318.66439804856,954.855355945407,6124.01979629577,"G4","age>=24.5 & educ>=10.5",7
"nsw_422","analysis_target",2412.02420166953,1192.15542367786,75.3995712609262,4748.64883207814,"G4","age>=24.5 & educ>=10.5",7
"nsw_88","analysis_target",2801.96895990339,1509.32050878556,-156.299237316308,5760.23715712308,"G4","age>=24.5 & educ>=10.5",7
"nsw_182","analysis_target",163.294557892569,1775.7377240211,-3317.15138118879,3643.74049697393,"G4","age>=24.5 & educ>=10.5",7
"nsw_383","analysis_target",1893.12604878143,977.888937040532,-23.5362678180129,3809.78836538087,"G4","age>=24.5 & educ>=10.5",7
"nsw_412","analysis_target",1674.25016443103,1027.21972332834,-339.100493292509,3687.60082215457,"G4","age>=24.5 & educ>=10.5",7
"nsw_293","analysis_target",3508.72812554827,1299.24946421661,962.199175683719,6055.25707541282,"G4","age>=24.5 & educ>=10.5",7
"nsw_253","analysis_target",3102.0885850855,1354.30160307455,447.657443059378,5756.51972711162,"G4","age>=24.5 & educ>=10.5",7
"nsw_26","analysis_target",2944.01375992412,1280.57005200529,434.096457993751,5453.9310618545,"G4","age>=24.5 & educ>=10.5",7
"nsw_67","analysis_target",4054.5071901014,1555.89614245237,1004.95075089475,7104.06362930805,"G4","age>=24.5 & educ>=10.5",7
"nsw_109","analysis_target",3493.75906895889,2129.49825782642,-680.057516380896,7667.57565429867,"G4","age>=24.5 & educ>=10.5",7
"nsw_242","analysis_target",3650.02518622787,1847.26548094681,29.3848435721206,7270.66552888362,"G4","age>=24.5 & educ>=10.5",7
"nsw_259","analysis_target",3622.05856767657,1162.36171642806,1343.82960347758,5900.28753187557,"G4","age>=24.5 & educ>=10.5",7
"nsw_83","analysis_target",3371.85061735642,1101.66739941463,1212.58251450374,5531.11872020909,"G4","age>=24.5 & educ>=10.5",7
"nsw_405","analysis_target",3118.06147523217,1332.49178576133,506.377575139977,5729.74537532437,"G4","age>=24.5 & educ>=10.5",7
"nsw_302","analysis_target",3262.69021798199,1561.19463645302,202.748730534072,6322.63170542991,"G4","age>=24.5 & educ>=10.5",7
"nsw_436","analysis_target",2736.81763252389,2062.46973634428,-1305.6230507109,6779.25831575868,"G4","age>=24.5 & educ>=10.5",7
"nsw_75","analysis_target",3882.0080199689,1446.7064428758,1046.46339193233,6717.55264800548,"G4","age>=24.5 & educ>=10.5",7
"nsw_76","analysis_target",1744.38669143172,1516.80904497643,-1228.55903672209,4717.33241958552,"G4","age>=24.5 & educ>=10.5",7
"nsw_36","analysis_target",3294.17102416675,1328.75635694672,689.808564551182,5898.53348378233,"G4","age>=24.5 & educ>=10.5",7
"nsw_91","analysis_target",3057.10969616724,2041.22567339266,-943.692623682379,7057.91201601687,"G4","age>=24.5 & educ>=10.5",7
"nsw_79","analysis_target",2333.94141685598,1705.22607796883,-1008.30169596293,5676.1845296749,"G4","age>=24.5 & educ>=10.5",7
"nsw_442","analysis_target",1975.62741881699,2103.25028157674,-2146.74313307342,6097.9979707074,"G4","age>=24.5 & educ>=10.5",7
"nsw_403","analysis_target",2564.81172821841,1190.0012270797,232.409323142199,4897.21413329462,"G4","age>=24.5 & educ>=10.5",7
"nsw_148","analysis_target",3112.99299597129,1113.9380453283,929.674427127814,5296.31156481476,"G4","age>=24.5 & educ>=10.5",7
"nsw_285","analysis_target",3462.73186660284,868.989826381259,1759.51180689558,5165.95192631011,"G4","age>=24.5 & educ>=10.5",7
"nsw_20","analysis_target",3574.74978174109,1357.81784408887,913.4268073269,6236.07275615528,"G4","age>=24.5 & educ>=10.5",7
"nsw_382","analysis_target",3485.80629262608,2038.36752993603,-509.39406604853,7481.0066513007,"G4","age>=24.5 & educ>=10.5",7
"nsw_219","analysis_target",2458.01501451859,1460.63412654077,-404.827873501322,5320.8579025385,"G4","age>=24.5 & educ>=10.5",7
"nsw_261","analysis_target",3904.28707870064,1278.73269534502,1397.97099582441,6410.60316157687,"G4","age>=24.5 & educ>=10.5",7
"nsw_10","analysis_target",3078.69272709949,1097.1054751702,928.365995765897,5229.01945843308,"G4","age>=24.5 & educ>=10.5",7
"nsw_115","analysis_target",2932.18321446109,1792.03822199622,-580.211700651509,6444.57812957368,"G4","age>=24.5 & educ>=10.5",7
"nsw_277","analysis_target",3257.89964666705,1427.52161975294,459.957271951288,6055.84202138282,"G4","age>=24.5 & educ>=10.5",7
"nsw_398","analysis_target",1909.02826371279,2626.41428931751,-3238.74374334953,7056.80027077511,"G4","age>=24.5 & educ>=10.5",7
"nsw_418","analysis_target",3045.0075889101,2092.29744775504,-1055.89540868977,7145.91058650998,"G4","age>=24.5 & educ>=10.5",7
"nsw_107","analysis_target",3398.82348860161,952.865387605857,1531.20732889413,5266.43964830909,"G4","age>=24.5 & educ>=10.5",7
"nsw_187","analysis_target",3750.15636417121,1099.31331590907,1595.50226498943,5904.81046335299,"G4","age>=24.5 & educ>=10.5",7
"nsw_438","analysis_target",2249.51749453607,1944.63320379647,-1561.96358490501,6060.99857397715,"G4","age>=24.5 & educ>=10.5",7
"nsw_248","analysis_target",2082.8159407366,898.645157630337,321.471431781143,3844.16044969207,"G3","age>=24.5 & educ< 10.5",6
"nsw_175","analysis_target",1664.77997896705,1309.41297864083,-901.669459168983,4231.22941710309,"G3","age>=24.5 & educ< 10.5",6
"nsw_32","analysis_target",1710.25670555161,942.651113112206,-137.339476148318,3557.85288725153,"G3","age>=24.5 & educ< 10.5",6
"nsw_274","analysis_target",1780.98084367154,1645.68732126526,-1444.56630600836,5006.52799335144,"G3","age>=24.5 & educ< 10.5",6
"nsw_370","analysis_target",2413.86450848219,1204.75744923579,52.5399079800372,4775.18910898435,"G3","age>=24.5 & educ< 10.5",6
"nsw_126","analysis_target",2203.44257253904,2841.95410488528,-3366.7874730361,7773.67261811418,"G3","age>=24.5 & educ< 10.5",6
"nsw_23","analysis_target",2073.21562336441,1024.38780869807,65.4155183161913,4081.01572841263,"G3","age>=24.5 & educ< 10.5",6
"nsw_144","analysis_target",1148.33963236564,1499.4344997032,-1790.55198705263,4087.2312517839,"G3","age>=24.5 & educ< 10.5",6
"nsw_210","analysis_target",2741.46029913157,1635.1647377158,-463.462586791394,5946.38318505454,"G3","age>=24.5 & educ< 10.5",6
"nsw_251","analysis_target",2270.75198606872,1876.0279570223,-1406.26280969499,5947.76678183243,"G3","age>=24.5 & educ< 10.5",6
"nsw_375","analysis_target",1561.97778623878,2492.91490020848,-3324.13541816983,6448.09099064739,"G3","age>=24.5 & educ< 10.5",6
"nsw_151","analysis_target",2830.79371338838,1290.88834954359,300.652548282941,5360.93487849382,"G3","age>=24.5 & educ< 10.5",6
"nsw_273","analysis_target",2049.46036381558,1841.53646893765,-1559.95111530221,5658.87184293337,"G3","age>=24.5 & educ< 10.5",6
"nsw_110","analysis_target",1759.06715379352,1522.28969644889,-1224.6206512463,4742.75495883334,"G3","age>=24.5 & educ< 10.5",6
"nsw_57","analysis_target",2375.39242387031,1286.55967845951,-146.264545910333,4897.04939365094,"G3","age>=24.5 & educ< 10.5",6
"nsw_85","analysis_target",1619.3600052954,991.603210953487,-324.182288173439,3562.90229876423,"G3","age>=24.5 & educ< 10.5",6
"nsw_207","analysis_target",1678.83808901131,1258.3025356077,-787.43488077978,4145.11105880241,"G3","age>=24.5 & educ< 10.5",6
"nsw_314","analysis_target",1713.57712559604,1559.14445039753,-1342.34599718312,4769.50024837521,"G3","age>=24.5 & educ< 10.5",6
"nsw_209","analysis_target",919.631314653256,526.158780864128,-111.639895840435,1950.90252514695,"G3","age>=24.5 & educ< 10.5",6
"nsw_250","analysis_target",1146.58160802417,787.638557824204,-397.189965311274,2690.35318135961,"G3","age>=24.5 & educ< 10.5",6
"nsw_292","analysis_target",2311.76556281505,938.978055624095,471.36857379182,4152.16255183827,"G3","age>=24.5 & educ< 10.5",6
"nsw_106","analysis_target",2167.96485165652,1576.25356861479,-921.492142828468,5257.4218461415,"G3","age>=24.5 & educ< 10.5",6
"nsw_14","analysis_target",1566.34291930425,898.074239556073,-193.882590225648,3326.56842883416,"G3","age>=24.5 & educ< 10.5",6
"nsw_227","analysis_target",1369.49966259025,1525.61625955306,-1620.70820613375,4359.70753131425,"G3","age>=24.5 & educ< 10.5",6
"nsw_255","analysis_target",1206.03530212166,942.223511291269,-640.722780009224,3052.79338425255,"G3","age>=24.5 & educ< 10.5",6
"nsw_230","analysis_target",1774.86246046313,1491.87707730305,-1149.21661105085,4698.94153197712,"G3","age>=24.5 & educ< 10.5",6
"nsw_270","analysis_target",1634.80886378351,982.705732463499,-291.294371844946,3560.91209941197,"G3","age>=24.5 & educ< 10.5",6
"nsw_69","analysis_target",1506.86600587493,1366.1383264641,-1170.7651139947,4184.49712574456,"G3","age>=24.5 & educ< 10.5",6
"nsw_99","analysis_target",1750.19732551678,895.850174861459,-5.66901721167665,3506.06366824524,"G3","age>=24.5 & educ< 10.5",6
"nsw_233","analysis_target",2244.10126905601,1404.76033535037,-509.228988230723,4997.43152634274,"G3","age>=24.5 & educ< 10.5",6
"nsw_247","analysis_target",2110.986662854,1225.41748050921,-290.831598944062,4512.80492465205,"G3","age>=24.5 & educ< 10.5",6
"nsw_155","analysis_target",1873.27015329394,718.468085840964,465.07270504565,3281.46760154223,"G3","age>=24.5 & educ< 10.5",6
"nsw_63","analysis_target",2140.58089959666,1289.55457332679,-386.946064123854,4668.10786331717,"G3","age>=24.5 & educ< 10.5",6
"nsw_184","analysis_target",1371.87787835836,1189.55214108946,-959.644318176983,3703.40007489371,"G3","age>=24.5 & educ< 10.5",6
"nsw_159","analysis_target",2247.99807757561,1101.95276738077,88.170653509299,4407.82550164192,"G3","age>=24.5 & educ< 10.5",6
"nsw_295","analysis_target",1143.90624839222,1334.50708957087,-1471.72764716669,3759.54014395113,"G3","age>=24.5 & educ< 10.5",6
"nsw_39","analysis_target",1671.68719796926,1112.45254725461,-508.719794649775,3852.09419058829,"G3","age>=24.5 & educ< 10.5",6
"nsw_443","analysis_target",1324.48044684823,1544.07048177118,-1701.89769742328,4350.85859111975,"G3","age>=24.5 & educ< 10.5",6
"nsw_136","analysis_target",2019.12661169545,1168.88481372191,-271.887623199487,4310.14084659039,"G3","age>=24.5 & educ< 10.5",6
"nsw_296","analysis_target",1574.9043834471,792.693030277353,21.2260441034853,3128.58272279071,"G3","age>=24.5 & educ< 10.5",6
"nsw_298","analysis_target",1427.99086398841,1116.50970173711,-760.368151416329,3616.34987939314,"G3","age>=24.5 & educ< 10.5",6
"nsw_5","analysis_target",1947.21976229785,1251.22161605593,-505.174605171786,4399.61412976748,"G3","age>=24.5 & educ< 10.5",6
"nsw_205","analysis_target",1800.710536888,1314.08182904916,-774.889848048343,4376.31092182435,"G3","age>=24.5 & educ< 10.5",6
"nsw_220","analysis_target",1834.81227748176,913.104054476021,45.1283307087551,3624.49622425476,"G3","age>=24.5 & educ< 10.5",6
"nsw_100","analysis_target",1451.6140936832,1382.319890028,-1257.73289077169,4160.96107813809,"G3","age>=24.5 & educ< 10.5",6
"nsw_397","analysis_target",1778.14368128635,792.419387545016,225.00168169812,3331.28568087458,"G3","age>=24.5 & educ< 10.5",6
"nsw_289","analysis_target",1883.94107515631,1738.16106363515,-1522.85460956859,5290.73675988121,"G3","age>=24.5 & educ< 10.5",6
"nsw_90","analysis_target",932.72145487161,1039.69763729813,-1105.08591423273,2970.52882397595,"G3","age>=24.5 & educ< 10.5",6
"nsw_65","analysis_target",1965.43440415596,1408.34386482928,-794.919570909422,4725.78837922135,"G3","age>=24.5 & educ< 10.5",6
"nsw_51","analysis_target",1770.98253896559,1284.61305391264,-746.859046703183,4288.82412463436,"G3","age>=24.5 & educ< 10.5",6
"nsw_374","analysis_target",3061.826624892,2063.56201806197,-982.754930509462,7106.40818029347,"G3","age>=24.5 & educ< 10.5",6
"nsw_162","analysis_target",840.305466521054,1241.24434230449,-1592.53344439574,3273.14437743785,"G3","age>=24.5 & educ< 10.5",6
"nsw_28","analysis_target",2267.67635270817,1012.81029910328,282.568166465746,4252.78453895059,"G3","age>=24.5 & educ< 10.5",6
"nsw_310","analysis_target",1441.20844873678,1025.94298104861,-569.639794118491,3452.05669159205,"G3","age>=24.5 & educ< 10.5",6
"nsw_217","analysis_target",1800.25107930415,1325.37572015001,-797.48533218988,4397.98749079817,"G3","age>=24.5 & educ< 10.5",6
"nsw_299","analysis_target",1133.20205402524,994.498419452461,-816.014848101581,3082.41895615207,"G3","age>=24.5 & educ< 10.5",6
"nsw_71","analysis_target",1866.96340358574,1571.4247199269,-1213.02904747098,4946.95585464247,"G3","age>=24.5 & educ< 10.5",6
"nsw_434","analysis_target",1223.97638462105,1836.45972345075,-2375.48467334242,4823.43744258452,"G3","age>=24.5 & educ< 10.5",6
"nsw_168","analysis_target",779.014233880508,1329.76751310234,-1827.33009180009,3385.3585595611,"G3","age>=24.5 & educ< 10.5",6
"nsw_62","analysis_target",1714.47291779565,1655.35317067375,-1530.0192967249,4958.9651323162,"G3","age>=24.5 & educ< 10.5",6
"nsw_224","analysis_target",2240.48394412205,1069.176991587,144.897040611524,4336.07084763257,"G3","age>=24.5 & educ< 10.5",6
"nsw_37","analysis_target",736.335287536754,1159.51258976124,-1536.30938839528,3008.97996346879,"G3","age>=24.5 & educ< 10.5",6
"nsw_440","analysis_target",1311.62706955176,1320.27662677347,-1276.11511892423,3899.36925802776,"G3","age>=24.5 & educ< 10.5",6
"nsw_307","analysis_target",1421.83189096073,793.587082330661,-133.598790407368,2977.26257232882,"G3","age>=24.5 & educ< 10.5",6
"nsw_281","analysis_target",1885.87411832133,1152.32485345042,-372.682594441496,4144.43083108417,"G3","age>=24.5 & educ< 10.5",6
"nsw_444","analysis_target",1302.4847067547,1308.87444403541,-1262.9092035547,3867.87861706409,"G3","age>=24.5 & educ< 10.5",6
"nsw_309","analysis_target",2005.62666025876,1789.22925959997,-1501.26268855718,5512.5160090747,"G3","age>=24.5 & educ< 10.5",6
"nsw_417","analysis_target",1412.10433574142,851.664095738394,-257.157291905834,3081.36596338867,"G3","age>=24.5 & educ< 10.5",6
"nsw_164","analysis_target",2780.23421306565,1198.25118703792,431.661886471332,5128.80653965997,"G3","age>=24.5 & educ< 10.5",6
"nsw_66","analysis_target",1601.64966455571,967.404706500929,-294.463560186109,3497.76288929753,"G3","age>=24.5 & educ< 10.5",6
"nsw_286","analysis_target",2079.43355145014,1788.42987867457,-1425.88901075201,5584.75611365229,"G3","age>=24.5 & educ< 10.5",6
"nsw_275","analysis_target",1968.84339778984,927.026451071684,151.87155368934,3785.81524189034,"G3","age>=24.5 & educ< 10.5",6
"nsw_195","analysis_target",2318.61283137502,1756.47721521623,-1124.08251044879,5761.30817319884,"G3","age>=24.5 & educ< 10.5",6
"nsw_102","analysis_target",1770.60478884784,896.838166444784,12.801982616066,3528.40759507962,"G3","age>=24.5 & educ< 10.5",6
"nsw_198","analysis_target",1293.84517971517,1101.32043584261,-864.742874536347,3452.43323396669,"G3","age>=24.5 & educ< 10.5",6
"nsw_211","analysis_target",2095.59136152006,1655.18559530543,-1148.57240527857,5339.7551283187,"G3","age>=24.5 & educ< 10.5",6
"nsw_49","analysis_target",789.788601893971,899.446085339693,-973.125725371827,2552.70292915977,"G3","age>=24.5 & educ< 10.5",6
"nsw_427","analysis_target",1822.68237941994,2346.27921970497,-2776.02489120179,6421.38965004167,"G3","age>=24.5 & educ< 10.5",6
"nsw_268","analysis_target",1919.61053814758,1398.10279044539,-820.670931125387,4659.89200742055,"G3","age>=24.5 & educ< 10.5",6
"nsw_58","analysis_target",1440.90552158862,1419.92359045379,-1342.14471570082,4223.95575887805,"G3","age>=24.5 & educ< 10.5",6
"nsw_228","analysis_target",2261.55615732416,1177.79808165068,-46.9280827111825,4570.0403973595,"G3","age>=24.5 & educ< 10.5",6
"nsw_389","analysis_target",2268.20020854943,2233.95142835808,-2110.34459103242,6646.74500813128,"G3","age>=24.5 & educ< 10.5",6
"nsw_315","analysis_target",1732.87072002805,1548.90058639231,-1302.97442930088,4768.71586935698,"G3","age>=24.5 & educ< 10.5",6
